年号,月,ウ,日,グレゴリオ暦,地域,天変地異などの記事,原出典,掲載書誌
延長03,7,0,16,9250813,京都,神泉御修法三箇日、遂无雨、仍自今日、延二箇日、,扶桑略記24,新訂増補国史大系
延長03,7,0,19,9250816,京都,以神泉苑水、漑京南田、,日本紀略後1,新訂増補国史大系
延長03,7,0,21,9250818,京都,去今両月旱魃、仍於神泉苑、并十五大寺、有供諸寺祈雨曽不降、,扶桑略記24,大日本史料1-5
延長03,7,0,21,9250818,京都,於十五大寺、並有供諸寺、比叡山祈甘雨、,日本紀略,大日本史料1-5
延長03,7,0,23,9250820,京都,於神泉院、造龍形二頭、…三箇日被修請雨経法、,祈雨日記,続群書類従25下
延長04,2,0,28,9260418,諸国,改定信濃・下野・越中損不堪便、,貞信公記,大日本古記録
延長04,7,0,18,9260902,京都,従夕風吹、終夜不休、,貞信公記抄,大日本史料1-5
延長04,7,0,19,9260903,大和,大風、此日大和長谷寺山崩、至于椿市、人烟悉流、,日本紀略,大日本史料1-5
延長04,7,0,19,9260903,京都,風雨大吹、,貞信公記抄,大日本史料1-5
延長04,8,0,2,9260916,京都,定止雨幣使、,貞信公記,大日本古記録
延長04,8,0,3,9260917,京都,止雨幣使立、,貞信公記,大日本古記録
延長04,8,0,7,9260921,京都,有祈止雨幣使事、,貞信公記,大日本古記録
延長05,6,0,16,9270722,京都,此夜丑刻雨降及寅止、自去四日以後久不雨、,歴代宸記,増補史料大成1
延長05,6,0,18,9270724,京都,令淑光朝臣仰左大臣、近日久不雨、伝聞、漸有愁申処而、公卿不申此事、若未可祈祷歟、大臣令申不雨漸久、祈祷可宜事、,歴代宸記,増補史料大成1
延長05,6,0,19,9270725,京都,定祈雨使、,貞信公記,大日本古記録
延長05,6,0,22,9270728,京都,奉幣帛八社、祈祷雨云々、,祈雨日記,続群書類従25下
延長05,6,0,25,9270731,京都,一日降雨、只降京辺、不及遠処之、重祈祷可宜、,祈雨記,大日本史料1-5
延長05,6,0,25,9270731,京都,常平祈雨等事、可早被行之状、令実頼朝臣奏、仍被行矣、,貞信公記抄,大日本史料1-5
延長05,6,0,25,9270731,京都,左大臣令実頼申、一日降雨、只降京辺、不及遠処云々、重祈祷可宜、,歴代宸記,増補史料大成1
延長05,6,0,27,9270802,京都,依祈雨、臨時奉幣諸社、仍廃務、,扶桑略記24,大日本史料1-5
延長05,6,0,27,9270802,京都,此日奉幣八社祈雨、,歴代宸記,増補史料大成1
延長05,6,0,28,9270803,京都,頗有奉幣事、未有雨気、為之如何、若依例可令卜祟、,祈雨日記,大日本史料1-5
延長05,6,0,28,9270803,京都,令時望朝臣仰民部卿藤原朝臣云、頻有奉幣事未有雨気、為之如何、若依例可令卜祟、,歴代宸記,増補史料大成1
延長05,7,0,0,9270805,京都,於八省院御読経、於神泉苑御修法、,北山抄,大日本史料1-5
延長05,7,0,1,9270805,京都,被行奉幣事、猶未有雨気、若尚不降、恐致損害歟、被定行季御読経及修法、諸寺祈祷事等可宜…,祈雨日記,大日本史料1-5
延長05,7,0,1,9270805,京都,可重祈雨事、令午（年カ）預奏之、季御読経、諸大寺等読経也、,貞信公記抄,大日本史料1-5
延長05,7,0,1,9270805,京都,左大臣令時望朝臣申被行奉幣事、猶未有雨気、若尚不降恐致損害歟、被定行季御読経…,歴代宸記,増補史料大成1
延長05,7,0,2,9270806,京都,七大寺及有封諸寺令読経祈雨事、依請…,祈雨日記,大日本史料1-5
延長05,7,0,3,9270807,京都,午二剋、暴雨雷電及四刻止、,祈雨日記,大日本史料1-5
延長05,7,0,5,9270809,京都,於神泉苑、修孔雀経法祈甘雨、,東寺長者補任1,大日本史料1-5
延長05,7,0,5,9270809,京都,祈雨修法、神泉行之、,貞信公記,大日本古記録
延長05,7,0,6,9270810,京都,請七大寺僧於東大寺仏前、三ケ日、又延暦及有供諸寺、読経祈雨、雷雨、,貞信公記,大日本古記録
延長05,7,0,7,9270811,京都,修法可延二日事、依降雨潤少、更可行五穀成就也、,東寺長者補任1,大日本史料1-5
延長05,7,0,7,9270811,京都,仰淑光朝臣、神泉修法可延二日事、依降雨潤少、兼可祈五穀生熟也、,歴代宸記,増補史料大成1
延長05,7,0,8,9270812,京都,於神泉苑、始修請雨経、…,東寺長者補任1,大日本史料1-5
延長05,10,0,12,9271015,京都,臨時仁王経始、紫宸殿為攘赤痢病也、,貞信公記抄,大日本史料1-5
延長06,4,0,0,9280428,京都,四五月間、疾疫最甚、五位已上多亡、,扶桑略記24,新訂増補国史大系
延長06,5,0,22,9280617,京都,臨時御読経、請百僧、紫宸殿、為消除都下疾疫、転読大般若、,扶桑略記24,新訂増補国史大系
延長06,7,0,11,9280804,大和,夜雷震、西大寺塔有火、一基蕩尽、,扶桑略記24,新訂増補国史大系
延長06,7,0,12,9280805,大和,長谷河水溢流、民家多損、長谷寺鳥居、同流失云々、,扶桑略記24,新訂増補国史大系
延長07,3,0,0,9290418,諸国,京畿諸国、疫癘流行、死者溢路、,扶桑略記24,新訂増補国史大系
延長07,3,0,23,9290510,諸国,春三月京畿諸国疫癘流行、死者溢路、宣旨云…始自三月廿三日、於豊楽院七箇日昼夜不断修不動法、七日之内疫気已散…,扶桑略記24,大日本史料1-6
延長07,3,0,23,9290510,諸国,春疫癘流行、…自三月廿三日於豊楽院七箇日間修不動法、七日之内疫気已散云々、,阿婆縛抄,大日本史料1-6
延長07,7,0,0,9290813,諸国,京都及諸国大風雨洪水、稼穀を損し人多く溺死、,大日本史,日本震災凶饉攷
延長07,7,0,0,9290813,諸国,京畿及び諸国疫癘流行、庶民多死、,興福寺年代記,日本震災凶饉攷
延長07,7,0,0,9290813,京都,菅丞相霊之祟ニ依テ、王城洛中大ニ雷電、而雨荒風烈、而世界闇之如、大洪水出、家々ヲ漂、京白河ノ人民多以溺死,神皇正統録,大日本史料1-6
延長07,7,0,8,9290820,京都,於神泉苑、修請雨法云々、,祈雨日記,続群書類従25下
延長07,7,0,26,9290907,京都,従午後大風暴雨、終夜殊烈、京中損壊不可勝計、鴨河葛川辺、人物流亡、鴨河堤潰断、末流入東京、舎屋類溺損尤多、山崎橋六間断壊了、,扶桑略記24,大日本史料1-6
延長07,7,0,26,9290907,京都,依大風洪水、停止召合事、,日本紀略後1,新訂増補国史大系
延長07,7,0,26,9290907,天下,夜、大風雨通宵、川流水溢、天下多被風水損、民烟人畜穀稼、損害甚多、,扶桑略記24,新訂増補国史大系 
延長07,8,0,10,9290920,京都,詔、依水害、被損害者、量加賑給、其尤甚者勿輸今年調徭、…,日本紀略後1,新訂増補国史大系
延長07,8,0,13,9290923,京都,応収養路頭為病者事／右左大臣宣、奉勅、如聞、頃者京中病者、多臥路頭、無人収養、誰救其命、宜仰左右京職官人分頭、卒坊令等、毎条巡検、取置便所、及随検非違使看督等取送、同共収養者、両職承知、依宣行之、其食法、大男大女、日各米一升、塩一夕、滓醤一合、小男小女、日各米六合、塩五撮、滓醤五夕、但米用以義倉料、塩滓醤請自大膳職…,政事要略70,新訂増補国史大系
延長07,8,0,15,9290925,京都,終朝暴雨夜中洪水汎溢、東西京七条以下、車馬不通、皇城以南田畝如海、穀種流漂、溺死者多、,日本紀略,大日本史料1-6
延長07,8,0,29,9291009,京都,八月自大風後、連陰滞雨、至月晦、無晴日、,扶桑略記24,大日本史料1-6
延長07,9,0,9,9291019,京都,依異損、止節会、,日本紀略後1,新訂増補国史大系
延長08,2,0,14,9300321,京都,仰検非違使并左右京、令安置施薬院、悲田院、曲殿并有便宜所等窮人、…稟院米五石、大膳塩二斗、被資給病人、今年依疫気、人民多愁苦道路故也、仁恵之深、已及黎庶、,扶桑略記24,大日本史料1-6
延長08,2,0,16,9300323,京都,疫病流行、病者を収容、,政事要略,人権歴史年表
延長08,2,0,24,9300331,天下,詔、大赦天下、依去年風水之災、今年春疫癘之患也、,日本紀略後1,新訂増補国史大系
延長08,5,0,0,9300605,京都,今月雨不降、,日本紀略,大日本史料1-6
延長08,5,0,17,9300621,京都,被修有供無施臨時仁王会、仍廃務、是為消除疫癘也、,扶桑略記24,大日本史料1-6
延長08,6,0,0,9300704,諸国,件年春夏、疫癘甚盛、,扶桑略記24,新訂増補国史大系
延長08,6,0,0,9300704,京都,六月雨不降、,日本紀略後1,新訂増補国史大系
延長08,6,0,0,9300704,京都,又自去春、至此夏、疫疾不止、,日本紀略後1,新訂増補国史大系
延長08,6,0,8,9300711,美濃,大雪降、皆不吉也、,吾妻鏡26,大日本史料1-6
延長08,6,0,26,9300729,京都,奉勅、炎旱渉旬、田畝焦損、爰京南鳥羽等欲導神泉池水、若不許容、恐失民業、宜令少納言…以下、准承前例、通池水流已了、,扶桑略記24,大日本史料1-6
延長08,6,0,26,9300729,京都,諸卿侍殿上、各議請雨之事、,日本紀略後1,新訂増補国史大系
延長08,7,0,2,9300803,京都,天皇避清涼殿、移座常寧殿、依去月雷震之事也、,日本紀略後1,新訂増補国史大系
延長09,1,0,6,9310201,京都,大風、終日不止、,日本紀略後2,新訂増補国史大系
延長09,3,0,20,9310415,京都,仰左中弁、以内給所・中宮職等銭・家米塩賑給京中餓者、惣五十石程也［余リアリ］、,貞信公記,大日本古記録
延長09,3,0,22,9310417,京都,京中の飢民などを救済、賑給、,政事要略,人権歴史年表
承平01,4,0,26,9310521,改元,即位、,一代要記,古事類苑1
承平01,5,0,23,9310616,京都,令斎主祈申止霖雨可無損害之状、,貞信公記,大日本古記録
承平01,5,0,23,9310616,京都,降雨、令祈止雨之由、,日本紀略後2,新訂増補国史大系
承平01,5,1,3,9310626,京都,大雨、地震、,日本紀略後2,新訂増補国史大系
承平01,5,1,7,9310630,京都,依霖雨久降、諸人多愁、令占若有祟歟、,貞信公記,大日本古記録
承平02,0,0,0,9320214,京都,疫癘行はる、,貞信公記,日本震災凶饉攷
承平02,4,0,9,9320522,京都,又定…奉幣諸社使等、為病事也、,貞信公記抄,大日本史料1-6
承平02,4,0,9,9320522,京都,定賑給使・奉幣諸社使等、為病事也、,貞信公記,大日本古記録
承平02,4,0,12,9320525,京都,賑給使廻京中給、,貞信公記抄,大日本史料1-6
承平02,4,0,13,9320526,京都,為消疫癘、奉幣諸社、,扶桑略記25,大日本史料1-6
承平02,4,0,13,9320526,諸国,［ ］風吹損右近陣火炬屋、并春興校書殿桧皮、寮占乾坤方兵革之由、仍山陰・山陽・大宰府以官符、,扶桑略記25,大日本史料1-6
承平02,4,0,13,9320526,京都,奉幣諸社使立、為攘病事也、,貞信公記,大日本古記録
承平02,6,0,16,9320727,京都,祈雨幣使立、,貞信公記,大日本古記録
承平04,0,0,0,9340123,和泉,賑給事、／和泉…,政事要略60,新訂増補国史大系
承平04,10,0,29,9341213,京都,東大寺両塔焼雷火、,東寺王代記,続群書類従29下
承平05,4,0,0,9350511,京都,賀茂・平野・松尾祭停止、,僧綱補任1,大日本史料1-6
承平05,4,0,4,9350514,京都,夜霜降為異、,扶桑略記25,大日本史料1-6
承平05,4,0,27,9350606,京都,依祈雨奉幣諸社、,扶桑略記25,大日本史料1-6
承平05,5,0,4,9350612,京都,請僧百口、於大極殿、限三箇日、令読大般若経、為祈甘雨也、,日本紀略後2,新訂増補国史大系
承平06,8,0,0,9360825,京都,霖雨之を占す、,山槐記,日本震災凶饉攷
承平07,3,0,1,9370419,京都,雪雹雨下、,日本紀略,大日本史料1-7
承平08,5,0,0,9380606,京都,洪水、,扶桑略記25,新訂増補国史大系 
天慶01,5,0,22,9380627,改元,厄運、地震、兵革之慎、,日本紀略,古事類苑1
天慶01,5,0,26,9380701,京都,大雨、河水溢、地震、,日本紀略後2,新訂増補国史大系
天慶01,6,0,20,9380724,京都,鴨河水大溢、入京師、多漂人屋、,日本紀略,大日本史料1-7
天慶01,6,0,20,9380724,京都,鴨河水入京中、多損人屋舎・雑物、西堀河以西如海、不能往還、,貞信公記,大日本古記録
天慶01,8,0,27,9380928,京都,大雨快降、洪水溢、,本朝世紀2,新訂増補国史大系
天慶01,9,0,0,9381002,京都,秋、京都大雨、河水溢れ、民屋多く壊る、,大日本史,日本震災凶饉攷
天慶02,4,0,14,9390510,京都,河水之反出、渡人有煩云々、,貞信公記,大日本古記録
天慶02,6,0,0,9390625,京都,夏比、炎旱経旬、田畝難期、,扶桑略記25,新訂増補国史大系
天慶02,6,0,1,9390625,京都,依請雨、被定明日丹生・貴布袮奉幣日時、即黒毛馬事、仰左右司了、,本朝世紀3,新訂増補国史大系
天慶02,6,0,2,9390626,京都,被立丹生・貴布袮奉幣使、依祈雨也、然間、自子剋許、甘雨忽降、感応之至也、,本朝世紀3,新訂増補国史大系
天慶02,6,0,11,9390705,京都,付月次祭使有臨時幣、王使相加也、是為祈甘雨、,貞信公記,大日本古記録
天慶02,6,0,11,9390705,京都,申剋雷鳴・暴雨、可謂神霊之験、祈雨之由、有宣命、,本朝世紀3,新訂増補国史大系
天慶02,6,0,12,9390706,京都,祈雨諸社使立、,貞信公記,大日本古記録
天慶02,6,0,12,9390706,京都,依祈雨奉幣諸社…宣命等如昨日、,本朝世紀3,新訂増補国史大系
天慶02,6,0,15,9390709,京都,召陰陽寮有御占、是祈雨御読経御修法等間、何方可有感応否事也、,本朝世紀3,新訂増補国史大系
天慶02,6,0,16,9390710,京都,被定自来廿日、可修臨時御読経事、依祈雨也、,本朝世紀3,新訂増補国史大系
天慶02,6,0,20,9390714,京都,為祈雨、と百僧於大極殿、三ケ日間、被転読大般若経＜去十八九両三日雨降了＞、,本朝世紀3,新訂増補国史大系
天慶02,7,0,2,9390725,京都,為祈雨、令陰陽寮修五龍祭、又奉幣上龍穴、又令読経、…,貞信公記,大日本古記録
天慶02,7,0,2,9390725,京都,依祈雨、自来五日、三ケ日、於諸社僧綱等、率十口僧、可読般若経之由被定、,本朝世紀3,新訂増補国史大系
天慶02,7,0,5,9390728,京都,祈雨御読経始、海御修法始、蔵人祭小法間候、此為東乱也、,貞信公記抄,大日本史料1-7
天慶02,7,0,8,9390731,京都,今日太政大臣以相職、被申諸卿云、旱魃猶甚、仏神祈祷似無感応、可被行御卜并祈雨事云々、…仍除先日奉幣諸社之外十一社、明日可奉幣之由被定了、,本朝世紀,大日本史料1-7
天慶02,7,0,8,9390731,京都,令相職朝臣、告民部卿云、祈雨事、重定行者、晩頭使外記公忠宿禰、送神祇陰陽等占卜文云、左右随命者、報曰先度祈不入諸社可祈申、,貞信公記抄,大日本史料1-7
天慶02,7,0,9,9390801,京都,依祈雨奉幣十一社、以神祇官人為使、広田・長田・生田・依四至汚穢祟之、水主依羨幣帛也、,本朝世紀3,大日本史料1-7
天慶02,7,0,9,9390801,京都,奉幣諸社、為祈雨也、,貞信公記,大日本古記録
天慶02,7,0,10,9390802,京都,又被定於十五大寺并延暦寺、有供諸寺、可読仁王経之由、依祈雨也、被下宣旨於弁官、,本朝世紀3,新訂増補国史大系
天慶02,7,0,13,9390805,諸国,是依祈雨、五畿七道明神奉幣、於国分寺并有供定額寺、可読仁王経官符也、,本朝世紀3,新訂増補国史大系
天慶02,7,0,14,9390806,京都,而依祈雨、修季御読経之時、或於大極殿修之、,本朝世紀3,新訂増補国史大系
天慶02,7,0,15,9390807,京都,季御読経始也、雖恒例事、依祈雨、於大極殿修之、,本朝世紀3,新訂増補国史大系
天慶02,7,0,15,9390807,京都,可修請雨経法之由、下宣旨於左弁官畢、,本朝世紀3,新訂増補国史大系
天慶02,7,0,16,9390808,京都,今朝、山城国紀伊郡百姓等列立近衛御門内、愁申云、炎旱尤甚、依旧例、給神泉苑水、…,本朝世紀3,新訂増補国史大系
